тип_работы,продолжительность_заказа,город,расстояние_от_центра,требуемая_квалификация,сезон,день_недели,время_суток,наличие_бонусов,средняя_температура,количество_доступных_работников,историческая_средняя_цена,уровень_безработицы,средний_рейтинг,цена_за_смену,время_самодобавления
уборка,8,Москва,29.483450037924822,низкая,2,4,16,1,-11.266851863444945,68,3973.9984574291702,5.034481958121918,4.382033357635716,7407.165150531198,0.5188174219689271
электрика,5,Москва,5.122778259980469,высокая,9,7,20,1,26.7561225436268,13,3511.7007932511815,4.902416259308079,4.945267531970211,2290.8011487377794,2.6710981989096085
штукатурка,10,Новосибирск,16.45395608854323,низкая,12,2,19,0,24.09980974914434,75,4195.420470635817,9.000338888137707,3.7772645670202434,3693.109665354188,2.809331418385183
уборка,7,Москва,3.4166990740827035,низкая,2,4,17,0,3.7661136550803533,75,2612.132838067994,8.312108042005889,4.9010569242187945,8072.418011877134,3.186489268961435
уборка,4,Екатеринбург,9.89564124128442,низкая,2,1,14,1,15.828637390428433,19,3684.880153716115,5.315863681349102,4.330705513589875,3540.4925556821318,0.8880986099595604
покраска,1,Москва,16.062014748400657,низкая,3,2,15,1,32.66183046554689,33,4599.959756611534,5.783410208308972,2.0074090984197683,9769.648155550058,4.80799801597176
штукатурка,11,Екатеринбург,28.42563650597746,средняя,9,7,11,0,-0.617046404714916,78,1742.5046881546923,8.069636252624225,1.4391260069272755,4933.636268327111,2.9045230548089656
уборка,2,Екатеринбург,12.041232527862748,средняя,6,5,7,1,2.12331685356758,13,3979.579665194092,4.112866644552211,4.235689771391261,3553.9689683127554,2.140507459506356
электрика,10,Москва,2.41474753833276,средняя,11,2,5,0,16.982243891298047,7,4005.5905393243843,6.712345752458734,3.638393833283063,3554.6731250389457,3.352186951999776
электрика,10,Новосибирск,11.950762714829349,средняя,12,3,23,0,-4.882273557333235,33,4279.10601567861,5.40775810623214,4.251555210740104,3400.582263319501,0.8091874654985044
покраска,4,Санкт-Петербург,4.799364688282343,высокая,6,2,17,1,32.479932104246615,32,2441.6656192405944,4.996284445666504,3.8734747081186454,4779.50919235911,2.237223456335185
уборка,1,Санкт-Петербург,7.284693592097637,низкая,12,3,10,0,-27.37167495738317,45,2957.823105691132,9.847208470281847,3.020632206513967,6652.872587613215,3.6327411955645363
штукатурка,8,Екатеринбург,18.73367338336722,низкая,10,4,5,0,-3.7804367735826467,56,2338.9792087102123,0.1750778115012508,4.763298940690872,9065.078406294966,4.708538766482636
электрика,9,Новосибирск,2.4890040530086095,низкая,5,2,16,1,16.40031935761054,72,2580.0366154294397,4.146250924182273,4.014238450394791,9468.130544613206,2.2886905254312873
уборка,4,Санкт-Петербург,14.209350809376103,высокая,7,2,9,1,-2.0902593215983103,46,4889.779723693555,9.301779227529035,1.0340958838803562,6798.985657486404,3.189460312036125
уборка,10,Москва,18.47911678731755,высокая,11,5,18,1,-13.148840395260258,98,3059.7890267226203,9.281481874991517,3.8170383532694894,7062.486300863394,2.2114295130255597
покраска,3,Москва,12.944822574841158,средняя,4,1,14,0,-3.1254797587437864,19,4469.933565691792,7.477142664314535,3.1765658469591633,6167.544697150652,2.6670365049223776
электрика,2,Екатеринбург,1.0642273434000455,низкая,10,2,15,1,27.298591844305484,34,4282.079488942214,5.919063250279563,1.5531958593842883,4693.517065683658,2.5643946632994075
электрика,5,Новосибирск,29.57282102863453,низкая,10,4,22,0,5.55547141514991,63,3055.841105620467,6.908458775558413,2.7405077932081197,6271.624425379069,3.5124274653680403
штукатурка,3,Новосибирск,11.329915136545791,высокая,3,3,16,0,-8.21783746615834,70,4972.6269579133805,2.5292606233266133,3.096674133339436,3323.952483765719,3.30189317341856
электрика,10,Санкт-Петербург,23.468027014531376,низкая,7,4,21,0,13.648993971455226,54,4442.731816317486,4.883954494288813,2.8738177236274565,4582.34291464353,0.13858101536819678
штукатурка,7,Санкт-Петербург,10.10657151952987,высокая,10,7,6,0,9.769928960063538,55,3189.432709627573,5.360609623979753,2.7375130453303043,3596.3919336601366,0.508226651287732
электрика,11,Москва,14.512994331305855,средняя,1,6,18,1,6.429043000557883,50,2583.969883898624,0.6372141249583407,3.5247334417797656,8718.591868044536,3.826731401872823
покраска,6,Екатеринбург,11.959677457024398,высокая,6,6,7,1,-4.5747774015632245,65,1763.530929656555,8.662202822569181,3.634397841050196,3304.1496523573596,0.8912443709635575
электрика,1,Новосибирск,10.604907270533428,низкая,11,5,7,0,-25.3069800046253,45,3126.799667689642,4.566879779635624,3.790105722218223,7975.508617410214,3.870906346630263
штукатурка,8,Санкт-Петербург,1.144615627629473,высокая,11,6,4,0,10.347547182318465,30,2760.0346620009095,8.989017311739174,4.045750398448361,2531.0832286437562,4.095687854178638
штукатурка,2,Санкт-Петербург,11.120617666707853,высокая,11,2,10,1,-2.713730378285163,79,3989.8190913453564,3.8996004306903265,4.332597774460207,7277.739688479287,4.680291073166333
покраска,5,Екатеринбург,26.739954716786137,средняя,2,7,1,0,-2.1303342634890683,73,1568.8742749571359,4.088671186619303,3.2966694618843757,8124.798645404235,4.088173992103279
электрика,9,Екатеринбург,20.866603488513668,низкая,2,1,17,0,-14.78477174905224,61,4410.066836684669,2.4421614349777965,1.2917150664255082,2804.732448359905,2.7141147175389255
электрика,8,Москва,4.789974343315476,низкая,11,1,20,0,-13.787699973106804,93,2958.1984822699687,6.443227319629723,2.459045210821522,8176.186520222779,1.1351005525466515
покраска,2,Екатеринбург,17.939072636370806,средняя,8,2,3,0,21.18498484050157,59,3144.0640371165737,5.484974276960477,1.0151645946897205,6687.418010696388,0.7304318936573561
электрика,9,Москва,26.82081036849171,высокая,3,1,11,0,1.1587117033489385,2,2139.7656226800277,9.129689673256914,3.380829155919713,7489.260480638767,4.382520050000188
электрика,5,Москва,21.151004208463235,высокая,9,4,3,1,-22.895635901502978,30,4781.1873562114715,4.292370052696137,4.900222728858845,7786.135407069188,2.012646982700055
штукатурка,10,Екатеринбург,4.886189574522554,низкая,4,3,4,1,-27.019687281931176,46,2894.3551950522506,6.480748636847821,4.3083397311215705,3305.718817198488,0.3558583857872779
электрика,6,Екатеринбург,26.101058653667653,высокая,6,2,16,1,-15.393494626875288,68,4449.536791843797,7.075632863771145,2.9449348295452817,8383.31749252625,1.802176094872112
электрика,3,Екатеринбург,9.395548392021528,средняя,1,6,22,1,1.6837160761943402,19,2331.0871006488933,3.1985573018318125,3.832778428232355,8254.840843070568,4.35660856266621
покраска,3,Екатеринбург,13.895246257214083,низкая,11,3,18,0,10.121256088876294,84,1838.2994877179565,8.808260997332463,3.967512576191231,7174.728176978523,2.8548613351169494
покраска,10,Екатеринбург,16.021211410829817,высокая,10,1,9,1,-20.660879902751162,5,3725.1633945774943,3.808512092698323,3.379345660937642,6037.875680584038,3.2430580606546973
уборка,8,Москва,25.58994482915676,средняя,10,5,13,0,-1.7991619833475987,73,4945.457714648002,6.373593006524112,4.542332994280188,8799.255576259264,1.3418187812335225
штукатурка,11,Санкт-Петербург,27.982421106856002,средняя,3,7,14,0,-25.28410811978396,84,3764.295493447296,6.158404761512896,2.2873628846210354,9045.549260711756,0.19549192889574873
электрика,10,Новосибирск,27.924759894821403,низкая,4,3,13,1,-27.547817278533813,57,3630.4959316838895,4.214078773494158,3.6935332022107867,4678.382684053044,4.592202860393811
электрика,10,Новосибирск,0.7346483477169489,низкая,5,7,15,1,26.117616054791483,63,3047.80751308633,1.833403885283309,1.2585932146232732,6263.162726512565,0.4633439218279142
уборка,2,Москва,27.69571032477099,высокая,1,7,7,0,12.791724276407493,52,2493.304532068748,5.9249779415156105,1.5529989314380623,5598.584427231464,4.996507548294535
электрика,11,Москва,2.104415497046384,высокая,4,5,8,1,20.77109605240561,59,3007.916401568927,3.7553450662720156,4.753829796129652,5401.305849017366,4.35906560380502
штукатурка,2,Санкт-Петербург,8.340322876114342,высокая,5,4,7,0,-18.177967283257942,60,2021.3493082471791,3.7909175432728914,3.172293362786673,8622.89108573143,0.6677069344516092
уборка,5,Екатеринбург,15.692141714471072,средняя,4,5,10,0,-9.059750590694136,80,2416.6736787480745,4.929216281731072,4.017533179209529,7308.398954751087,4.9967438791607774
штукатурка,6,Москва,14.657807825629623,средняя,10,3,11,0,-1.1535652912126615,84,3205.848970977022,6.772408498588015,4.477150211581459,5791.191390581434,4.059597609236948
уборка,2,Новосибирск,18.338938919678064,высокая,10,3,13,1,12.772232410283074,20,2006.7844589005542,7.296193243705553,4.736543456468991,8307.939914152175,4.256155585507726
уборка,5,Екатеринбург,14.643663747741671,низкая,7,2,17,0,4.764844904559702,90,4270.361368017692,4.270723314370106,1.3590083297379412,9544.86327161977,4.067443715137043
покраска,7,Москва,28.064082549392413,средняя,8,6,22,1,5.844721113590083,33,1540.4646203573036,1.198805265554923,3.8073082624874477,5261.426433520595,4.651608617803845
штукатурка,10,Екатеринбург,7.596191022330316,средняя,12,5,11,1,-19.798714829330486,12,2625.576986405579,7.9171444681211725,3.5193779655603246,3083.219888507717,3.807659948071553
электрика,10,Новосибирск,8.583728474135333,высокая,8,4,3,1,0.8611560379738279,21,3308.280111483757,6.694137695004602,3.4005423426978156,9358.358384740535,2.6791535875835626
электрика,8,Екатеринбург,27.661769102945158,низкая,3,2,12,0,23.546888724187042,56,4751.317313327031,8.006927167409849,1.5817200900174027,9658.863430492238,0.10025702149446525
штукатурка,7,Москва,2.763815655485059,средняя,5,2,20,0,3.1149554050197352,23,3507.0827328034384,3.15888120255015,4.092773793874072,5272.87012030263,1.468784980250007
электрика,8,Москва,18.48204424619189,низкая,10,4,15,0,-17.016782415071724,20,2532.1639160521127,9.091196381433752,2.2623217851886537,7187.224907451101,3.041192187273029
электрика,9,Новосибирск,20.611210585935517,средняя,8,2,9,1,-3.129182665144011,87,2732.667405711418,2.6273081148492574,1.8888036673573754,2723.769927886461,1.6296245770987206
штукатурка,5,Санкт-Петербург,15.413480841177314,низкая,7,4,20,0,19.062561269691187,49,2687.056325674984,2.897636954363858,3.8290880640421836,2371.624125291046,2.1093593231122307
уборка,5,Санкт-Петербург,20.979840425282546,низкая,9,1,10,0,-21.225492728699525,47,2131.292828516755,5.363761061338568,1.8614285971673286,2755.5012075780405,0.6287469889527209
штукатурка,11,Екатеринбург,5.596262057353027,средняя,10,2,11,1,7.73012002866551,70,2006.970369083992,9.97342378987427,2.9949350200130307,8195.707276124864,4.901882776113164
уборка,10,Москва,25.652650866760425,низкая,7,3,17,0,32.74545668645051,45,3182.223994866213,2.0215264013020495,2.2700903856323955,5672.339412196085,0.6634387406017818
электрика,4,Москва,4.630757839361625,средняя,2,1,1,0,-5.280375863667189,76,2445.913643978535,8.38504035497656,4.2939110459222904,7243.115379999501,0.44967563023246726
электрика,9,Новосибирск,12.323967107314616,средняя,4,2,18,1,-27.163319194268126,35,1821.4500387174598,0.023524359302788955,4.817498721427972,6436.812324927456,2.963992753818687
электрика,5,Новосибирск,2.7200992385920713,низкая,12,4,4,0,11.151760261282824,72,2257.6752988764983,2.375216027427115,4.298479160019923,3550.799320489271,3.1455970459635214
покраска,2,Москва,16.583726825113306,средняя,12,1,19,0,-26.93827150296164,27,3322.5412575882,3.4614171440559582,2.587530546630089,8514.692461218647,2.669856465957146
уборка,10,Новосибирск,20.257501319056356,низкая,8,6,9,0,-17.545631816737682,80,2399.126299228127,6.486076032164143,1.6511603029898154,3713.561692811718,1.8308770643338086
покраска,8,Санкт-Петербург,28.266038235311072,средняя,9,1,15,0,-26.854177050075304,47,2332.0976384728333,1.1375841881696758,3.7934881945228653,3458.426831004452,4.629075649822041
покраска,7,Санкт-Петербург,22.310417778932024,низкая,7,3,11,0,-18.90771016569944,32,3672.2977351575123,1.287004172073144,4.6147857581474705,6942.456758195789,1.7828934540201176
